origin,dest,count
PURRANQUE,PURRANQUE,16189
PUTAENDO,PUTAENDO,14078
PUTAENDO,SAN FELIPE,538
PUTRE,PUTRE,970
PUYEHUE,PUYEHUE,9092
QUEILEN,QUEILEN,4670
QUELLON,QUELLON,23127
QUEMCHI,QUEMCHI,7089
QUILACO,QUILACO,3451
QUILICURA,COLINA,1150
QUILICURA,CONCHALI,1221
QUILICURA,ESTACION CENTRAL,539
QUILICURA,HUECHURABA,860
QUILICURA,INDEPENDENCIA,943
QUILICURA,LA FLORIDA,514
QUILICURA,LAMPA,6224
QUILICURA,MAIPU,744
QUILICURA,NUNOA,594
QUILICURA,PUDAHUEL,590
QUILICURA,QUILICURA,163938
QUILICURA,RECOLETA,873
QUILICURA,RENCA,749
QUILICURA,SANTIAGO,2149
QUILLECO,QUILLECO,8185
QUILLON,QUILLON,15006
QUILLOTA,LA CRUZ,1486
QUILLOTA,LIMACHE,606
QUILLOTA,QUILLOTA,77987
QUILLOTA,VINA DEL MAR,773
QUILPUE,LIMACHE,1296
QUILPUE,QUILPUE,129277
QUILPUE,VALPARAISO,1662
QUILPUE,VILLA ALEMANA,6553
QUILPUE,VINA DEL MAR,2963
QUINCHAO,QUINCHAO,6601
QUINTA DE TILCOCO,QUINTA DE TILCOCO,11349
QUINTA NORMAL,CERRILLOS,523
QUINTA NORMAL,CERRO NAVIA,1509
QUINTA NORMAL,ESTACION CENTRAL,2235
QUINTA NORMAL,INDEPENDENCIA,693
QUINTA NORMAL,LA FLORIDA,753
QUINTA NORMAL,LAMPA,875
QUINTA NORMAL,LO PRADO,1169
QUINTA NORMAL,MAIPU,1833
QUINTA NORMAL,NUNOA,701
QUINTA NORMAL,PUDAHUEL,1691
QUINTA NORMAL,PUENTE ALTO,751
QUINTA NORMAL,QUILICURA,649
QUINTA NORMAL,QUINTA NORMAL,86600
QUINTA NORMAL,RENCA,1059
QUINTA NORMAL,SAN MIGUEL,775
QUINTA NORMAL,SANTIAGO,3779
QUINTERO,QUINTERO,26018
QUIRIHUE,QUIRIHUE,10028
RANCAGUA,CODEGUA,578
RANCAGUA,DONIHUE,914
RANCAGUA,GRANEROS,1217
RANCAGUA,LAS CONDES,572
RANCAGUA,MACHALI,4942
RANCAGUA,MOSTAZAL,502
RANCAGUA,OLIVAR,862
RANCAGUA,RANCAGUA,211713
RANCAGUA,RENGO,1049
RANCAGUA,REQUINOA,1019
RANCAGUA,SANTIAGO,1360
RANCAGUA,VALPARAISO,538
RANCAGUA,VINA DEL MAR,861
RANQUIL,RANQUIL,5073
RAUCO,RAUCO,9008
RECOLETA,COLINA,889
RECOLETA,CONCHALI,2120
RECOLETA,ESTACION CENTRAL,676
RECOLETA,HUECHURABA,1893
RECOLETA,INDEPENDENCIA,2299
RECOLETA,LA FLORIDA,692
RECOLETA,LAMPA,2089
RECOLETA,MAIPU,919
RECOLETA,NUNOA,902
RECOLETA,PROVIDENCIA,598
RECOLETA,PUENTE ALTO,805
RECOLETA,QUILICURA,1795
RECOLETA,QUINTA NORMAL,627
RECOLETA,RECOLETA,115341
RECOLETA,RENCA,736
RECOLETA,SAN MIGUEL,621
RECOLETA,SANTIAGO,3070
RENAICO,RENAICO,8883
RENCA,CERRO NAVIA,845
RENCA,ESTACION CENTRAL,512
RENCA,INDEPENDENCIA,780
RENCA,LAMPA,1638
RENCA,MAIPU,787
RENCA,PUDAHUEL,884
RENCA,PUENTE ALTO,555
RENCA,QUILICURA,1158
RENCA,QUINTA NORMAL,840
RENCA,RENCA,115545
RENCA,SANTIAGO,1474
RENGO,RANCAGUA,520
RENGO,RENGO,50877
REQUINOA,REQUINOA,24084
RETIRO,RETIRO,17922
RINCONADA,RINCONADA,9102
RIO BUENO,RIO BUENO,26944
RIO CLARO,RIO CLARO,11759
RIO HURTADO,RIO HURTADO,3702
RIO IBANEZ,RIO IBANEZ,2033
RIO NEGRO,RIO NEGRO,11171
ROMERAL,ROMERAL,13573
SAAVEDRA,SAAVEDRA,10619
SAGRADA FAMILIA,SAGRADA FAMILIA,16577
SALAMANCA,SALAMANCA,23636
SAN ANTONIO,CARTAGENA,586
SAN ANTONIO,SAN ANTONIO,79335
SAN ANTONIO,SANTO DOMINGO,885
SAN ANTONIO,VALPARAISO,582
SAN ANTONIO,VINA DEL MAR,606
SAN BERNARDO,BUIN,2400
SAN BERNARDO,CALERA DE TANGO,632
SAN BERNARDO,EL BOSQUE,3385
SAN BERNARDO,ESTACION CENTRAL,565
SAN BERNARDO,LA CISTERNA,1361
SAN BERNARDO,LA FLORIDA,992
SAN BERNARDO,LA PINTANA,1344
SAN BERNARDO,MAIPU,949
SAN BERNARDO,NUNOA,699
SAN BERNARDO,PAINE,915
SAN BERNARDO,PUENTE ALTO,2187
SAN BERNARDO,SAN BERNARDO,245338
SAN BERNARDO,SAN MIGUEL,1256
SAN BERNARDO,SANTIAGO,2218
SAN CARLOS,CHILLAN,544
SAN CARLOS,SAN CARLOS,46572
SAN CLEMENTE,SAN CLEMENTE,38459
SAN CLEMENTE,TALCA,1024
SAN ESTEBAN,LOS ANDES,673
SAN ESTEBAN,SAN ESTEBAN,15899
SAN FABIAN,SAN FABIAN,3837
SAN FELIPE,LOS ANDES,728
SAN FELIPE,PUTAENDO,1104
SAN FELIPE,SAN FELIPE,64652
SAN FELIPE,SANTA MARIA,651
SAN FELIPE,VINA DEL MAR,711
SAN FERNANDO,CHIMBARONGO,837
SAN FERNANDO,SAN FERNANDO,62798
SAN IGNACIO,SAN IGNACIO,14129
SAN JAVIER,SAN JAVIER,40099
SAN JOAQUIN,LA FLORIDA,1710
SAN JOAQUIN,LA GRANJA,673
SAN JOAQUIN,MACUL,759
SAN JOAQUIN,MAIPU,553
SAN JOAQUIN,NUNOA,765
SAN JOAQUIN,PUENTE ALTO,1414
SAN JOAQUIN,SAN JOAQUIN,70151
SAN JOAQUIN,SAN MIGUEL,1690
SAN JOAQUIN,SANTIAGO,1769
SAN JOSE DE MAIPO,SAN JOSE DE MAIPO,13772
SAN JUAN DE LA COSTA,SAN JUAN DE LA COSTA,6262
SAN MIGUEL,BUIN,800
SAN MIGUEL,COLINA,621
SAN MIGUEL,EL BOSQUE,545
SAN MIGUEL,ESTACION CENTRAL,737
SAN MIGUEL,LA CISTERNA,2453
SAN MIGUEL,LA FLORIDA,1820
SAN MIGUEL,LAMPA,567
SAN MIGUEL,LAS CONDES,898
SAN MIGUEL,MACUL,699
SAN MIGUEL,MAIPU,1147
SAN MIGUEL,NUNOA,1958
SAN MIGUEL,PEDRO AGUIRRE CERDA,825
SAN MIGUEL,PENALOLEN,575
SAN MIGUEL,PROVIDENCIA,952
SAN MIGUEL,PUENTE ALTO,1333
SAN MIGUEL,SAN BERNARDO,1187
SAN MIGUEL,SAN JOAQUIN,1281
SAN MIGUEL,SAN MIGUEL,86294
SAN MIGUEL,SANTIAGO,3193
SAN NICOLAS,SAN NICOLAS,10695
SAN PABLO,SAN PABLO,8392
SAN PEDRO,SAN PEDRO,8396
SAN PEDRO DE ATACAMA,SAN PEDRO DE ATACAMA,7039
SAN PEDRO DE LA PAZ,CHIGUAYANTE,966
SAN PEDRO DE LA PAZ,CONCEPCION,3867
SAN PEDRO DE LA PAZ,CORONEL,1029
SAN PEDRO DE LA PAZ,HUALPEN,807
SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,113781
SAN PEDRO DE LA PAZ,TALCAHUANO,1049
SAN RAFAEL,SAN RAFAEL,8500
SAN RAMON,EL BOSQUE,627
SAN RAMON,LA CISTERNA,1293
SAN RAMON,LA FLORIDA,699
SAN RAMON,LA GRANJA,978
SAN RAMON,LA PINTANA,1505
SAN RAMON,PUENTE ALTO,1311
SAN RAMON,SAN BERNARDO,794
SAN RAMON,SAN MIGUEL,575
SAN RAMON,SAN RAMON,60981
SAN RAMON,SANTIAGO,613
SAN ROSENDO,SAN ROSENDO,3036
SAN VICENTE,SAN VICENTE,41236
SANTA BARBARA,SANTA BARBARA,11745
SANTA CRUZ,SANTA CRUZ,33256
SANTA JUANA,SANTA JUANA,12524
SANTA MARIA,SAN FELIPE,533
SANTA MARIA,SANTA MARIA,12660
SANTIAGO,ALGARROBO,600
SANTIAGO,ALTO HOSPICIO,544
SANTIAGO,ANGOL,599
SANTIAGO,ANTOFAGASTA,2418
SANTIAGO,ARICA,1666
SANTIAGO,BUIN,1748
SANTIAGO,CALAMA,927
SANTIAGO,CAUQUENES,591
SANTIAGO,CERRILLOS,1603
SANTIAGO,CERRO NAVIA,744
SANTIAGO,CHILLAN,1967
SANTIAGO,COLINA,2576
SANTIAGO,CONCEPCION,1928
SANTIAGO,CONCHALI,1131
SANTIAGO,CONCON,692
SANTIAGO,COPIAPO,1074
SANTIAGO,COQUIMBO,2390
SANTIAGO,CORONEL,783
SANTIAGO,COYHAIQUE,653
SANTIAGO,CURICO,1732
SANTIAGO,EL BOSQUE,874
SANTIAGO,EL QUISCO,547
SANTIAGO,EL TABO,544
SANTIAGO,ESTACION CENTRAL,5626
SANTIAGO,HUECHURABA,1593
SANTIAGO,INDEPENDENCIA,3389
SANTIAGO,IQUIQUE,1478
SANTIAGO,LA CISTERNA,2267
SANTIAGO,LA FLORIDA,5786
SANTIAGO,LA GRANJA,774
SANTIAGO,LA PINTANA,669
SANTIAGO,LA REINA,1455
SANTIAGO,LA SERENA,2391
SANTIAGO,LAMPA,2655
SANTIAGO,LAS CONDES,4987
SANTIAGO,LAUTARO,539
SANTIAGO,LIMACHE,526
SANTIAGO,LINARES,1169
SANTIAGO,LO PRADO,1026
SANTIAGO,LOS ANDES,581
SANTIAGO,LOS ANGELES,2241
SANTIAGO,MACHALI,739
SANTIAGO,MACUL,3930
SANTIAGO,MAIPU,4766
SANTIAGO,MAULE,544
SANTIAGO,MELIPILLA,1045
SANTIAGO,NUNOA,16539
SANTIAGO,OSORNO,1474
SANTIAGO,OVALLE,589
SANTIAGO,PADRE HURTADO,1169
SANTIAGO,PADRE LAS CASAS,631
SANTIAGO,PAINE,555
SANTIAGO,PARRAL,721
SANTIAGO,PEDRO AGUIRRE CERDA,959
SANTIAGO,PENAFLOR,757
SANTIAGO,PENALOLEN,1897
SANTIAGO,PROVIDENCIA,7800
SANTIAGO,PUCON,787
SANTIAGO,PUDAHUEL,2038
SANTIAGO,PUENTE ALTO,3774
SANTIAGO,PUERTO MONTT,2926
SANTIAGO,PUERTO VARAS,985
SANTIAGO,PUNTA ARENAS,1089
SANTIAGO,QUILICURA,2077
SANTIAGO,QUILLOTA,691
SANTIAGO,QUILPUE,1353
SANTIAGO,QUINTA NORMAL,3549
SANTIAGO,QUINTERO,569
SANTIAGO,RANCAGUA,2813
SANTIAGO,RECOLETA,2590
SANTIAGO,RENCA,1129
SANTIAGO,RENGO,858
SANTIAGO,RIO BUENO,543
SANTIAGO,SAN ANTONIO,1048
SANTIAGO,SAN BERNARDO,1993
SANTIAGO,SAN CARLOS,537
SANTIAGO,SAN CLEMENTE,590
SANTIAGO,SAN FELIPE,658
SANTIAGO,SAN FERNANDO,802
SANTIAGO,SAN JAVIER,621
SANTIAGO,SAN JOAQUIN,2617
SANTIAGO,SAN MIGUEL,9023
SANTIAGO,SAN PEDRO DE LA PAZ,966
SANTIAGO,SAN VICENTE,597
SANTIAGO,SANTA CRUZ,503
SANTIAGO,SANTIAGO,245645
SANTIAGO,TALAGANTE,624
SANTIAGO,TALCA,2360
SANTIAGO,TALCAHUANO,769
SANTIAGO,TEMUCO,2595
SANTIAGO,TOME,515
SANTIAGO,VALDIVIA,1975
SANTIAGO,VALPARAISO,2610
SANTIAGO,VILLA ALEMANA,999
SANTIAGO,VILLARRICA,1352
SANTIAGO,VINA DEL MAR,3843
SANTIAGO,VITACURA,603
SANTO DOMINGO,SANTO DOMINGO,9251
SIERRA GORDA,SIERRA GORDA,1092
TALAGANTE,EL MONTE,1008
TALAGANTE,ISLA DE MAIPO,801
TALAGANTE,PENAFLOR,856
TALAGANTE,TALAGANTE,60867
TALCA,CURICO,839
TALCA,LINARES,704
TALCA,MAULE,7049
TALCA,PELARCO,545
TALCA,PENCAHUE,525
TALCA,SAN CLEMENTE,1624
TALCA,SAN JAVIER,656
TALCA,SAN RAFAEL,595
TALCA,SANTIAGO,696
TALCA,TALCA,188543
TALCAHUANO,CHIGUAYANTE,795
TALCAHUANO,CONCEPCION,3472
TALCAHUANO,CORONEL,611
TALCAHUANO,HUALPEN,2544
TALCAHUANO,PENCO,528
TALCAHUANO,SAN PEDRO DE LA PAZ,2452
TALCAHUANO,TALCAHUANO,122717
TALCAHUANO,VINA DEL MAR,547
TALTAL,TALTAL,9949
TEMUCO,CONCEPCION,514
TEMUCO,CUNCO,557
TEMUCO,FREIRE,896
TEMUCO,LAS CONDES,640
TEMUCO,LAUTARO,1205
TEMUCO,LOS ANGELES,502
TEMUCO,NUEVA IMPERIAL,768
TEMUCO,PADRE LAS CASAS,4581
TEMUCO,PITRUFQUEN,611
TEMUCO,PUCON,657
TEMUCO,PUERTO MONTT,729
TEMUCO,SANTIAGO,784
TEMUCO,TEMUCO,239438
TEMUCO,VALDIVIA,706
TEMUCO,VILCUN,1583
TEMUCO,VILLARRICA,1208
TENO,CURICO,683
TENO,TENO,25065
TEODORO SCHMIDT,TEODORO SCHMIDT,12623
TIERRA AMARILLA,COPIAPO,600
TIERRA AMARILLA,TIERRA AMARILLA,10100
TILTIL,TILTIL,15478
TIRUA,TIRUA,8837
TOCOPILLA,ANTOFAGASTA,901
TOCOPILLA,TOCOPILLA,20613
TOLTEN,TOLTEN,8329
TOME,CONCEPCION,628
TOME,TOME,49415
TRAIGUEN,TRAIGUEN,15690
TREHUACO,TREHUACO,4902
TUCAPEL,TUCAPEL,12763
VALDIVIA,LOS LAGOS,528
VALDIVIA,MARIQUINA,901
VALDIVIA,OSORNO,712
VALDIVIA,PUERTO MONTT,967
VALDIVIA,SANTIAGO,559
VALDIVIA,TEMUCO,804
VALDIVIA,VALDIVIA,138428
VALLENAR,LA SERENA,1217
VALLENAR,VALLENAR,45826
VALPARAISO,CASABLANCA,791
VALPARAISO,CONCON,557
VALPARAISO,LIMACHE,1031
VALPARAISO,NUNOA,710
VALPARAISO,PUERTO MONTT,597
VALPARAISO,QUILLOTA,580
VALPARAISO,QUILPUE,3423
VALPARAISO,SANTIAGO,1506
VALPARAISO,VALPARAISO,234177
VALPARAISO,VILLA ALEMANA,3310
VALPARAISO,VINA DEL MAR,7054
VICHUQUEN,VICHUQUEN,3770
VICTORIA,VICTORIA,29241
VICUNA,LA SERENA,846
VICUNA,VICUNA,23609
VILCUN,TEMUCO,750
VILCUN,VILCUN,25356
VILLA ALEGRE,VILLA ALEGRE,14175
VILLA ALEMANA,LIMACHE,1389
VILLA ALEMANA,QUILPUE,3468
VILLA ALEMANA,VALPARAISO,1227
VILLA ALEMANA,VILLA ALEMANA,108418
VILLA ALEMANA,VINA DEL MAR,1724
VILLARRICA,TEMUCO,1077
VILLARRICA,VILLARRICA,49358
VINA DEL MAR,CONCON,3115
VINA DEL MAR,IQUIQUE,534
VINA DEL MAR,LAS CONDES,1528
VINA DEL MAR,LIMACHE,1784
VINA DEL MAR,NUNOA,867
VINA DEL MAR,PROVIDENCIA,927
VINA DEL MAR,PUERTO MONTT,580
VINA DEL MAR,PUNTA ARENAS,754
VINA DEL MAR,QUILLOTA,1028
VINA DEL MAR,QUILPUE,6068
VINA DEL MAR,QUINTERO,641
VINA DEL MAR,SANTIAGO,1326
VINA DEL MAR,TALCAHUANO,596
VINA DEL MAR,VALPARAISO,6490
VINA DEL MAR,VILLA ALEMANA,4845
VINA DEL MAR,VINA DEL MAR,262525
VITACURA,COLINA,997
VITACURA,LAS CONDES,5502
VITACURA,LO BARNECHEA,3513
VITACURA,NUNOA,634
VITACURA,PROVIDENCIA,1282
VITACURA,VITACURA,57772
YERBAS BUENAS,YERBAS BUENAS,15883
YUMBEL,YUMBEL,18648
YUNGAY,YUNGAY,14826
ZAPALLAR,ZAPALLAR,5933
